ab_local_cnt,ab_local_ratio,ab_mobile_cnt,ads_contact_cnt,ads_mp_contact_cnt,ali_rain_score,area_risk_level,bj_ecommerce_score,bj_jc_m36_consume_cnt,bjtz_app_mass_high_num_m12,bjtz_app_use_num_m12,bwjk_risk_tags,bwjk_risk_type,bwjk_score,cl_fraud_score_ronghui,credit_behavior_score,credit_device_score,credit_device_score_ppx,credit_general_credit_score,credit_location_score,credit_overdue_probability_ppx,credit_phone_score,credit_repayment_score_bj,credit_repayment_score_bj_2,credit_score_ronghuixf,credit_score_tq,credit_sma_score_ppx,cs_hc_xdf,cs_lingzhi_score_fullink,cs_multi_score_ronghuidt,cs_swg_bai_score,cust_age,cust_apply_age,cust_birth_date,cust_id_area,cust_work_city,duotou_br_alf_apirisk_all_mean,duotou_br_alf_apirisk_d180_mean,duotou_br_alf_apirisk_d90_mean,duotou_br_alf_count_cell,duotou_br_als_m12_id_caon_allnum,duotou_br_als_m12_id_pdl_orgnum,duotou_br_als_m1_cell_caon_allnum,duotou_br_als_m1_cell_nbank_allnum,duotou_br_als_m1_id_nbank_allnum,duotou_br_als_m1_id_nbank_orgnum,duotou_br_als_m1_id_pdl_orgnum,duotou_br_als_m3_id_nbank_sloan_allnum,duotou_br_als_m6_id_tot_mons,dxm_dt_90d_other_org_cnt,fraud_level_tq,frd_total_count,frd_xffq_count,frd_xfjr_count,hds_36m_day_max_purchase_cnt_excp_doub11_12,hds_36m_day_max_purchase_money_excp_doub11_12,hds_36m_doub11_12_purchase_cnt,hds_36m_doub11_12_total_purchase_money,hds_36m_month_max_purchase_cnt_excp_doub11_12,hds_36m_month_max_purchase_money_excp_doub11_12,hds_36m_purchase_steady,hds_36m_total_purchase_cnt,hds_36m_total_purchse_money,hds_6m_total_purchase_cnt,hds_addr_rich_rank,hds_consume_cat_rich_rank,hds_consume_rich_rank,hds_consume_rich_rank_in_day,hds_consume_rich_rank_in_draw,hds_consume_rich_rank_in_night,hds_cust_aging_rank,hds_cust_rich_rank,hds_first_consumetime_aging_rank,hds_last_consume_time_aging_rank,hds_month_cnt_from_most_early_purchase_time,hds_month_cnt_from_recent_purchase_time,hds_month_consumme_ability,hds_month_consumme_active_rank,hds_pay_record_month_cnt,hds_phone_rich_rank,hds_recent_consumme_ability,hds_total_consumme_ability,hds_total_consumme_active_rank,hds_total_otherplatform_cnt,hds_total_tmallid_cnt,idcard_adres_district,idcard_district,idcard_district_grade,immediate_relation_cnt,kn_relationname_notempty_count,life_app_cnt,loan_app_cnt,mg_callb_cf_searched_total_cnt_30d,mg_callb_pct_cnt_org_cf_24m,mg_callb_searched_cash_org_cnt_5m,mg_callb_searched_cf_org_cnt_30d,mg_callb_searched_cf_org_cnt_90d,mg_callb_searched_total_org_cnt_24m,mg_callb_weight_be_all,mp_grand_1,mp_grand_2,newsreading_app_cnt,night2_6m_use_time,ocr_legality_id_photo_back,ocr_legality_screen_back,ocr_legality_screen_front,ope_total_time_in_use,polly_lbs_address_gradebyaddress,pre_loan_amount,pre_loan_install,relation_contact_cnt,rl_check_channel,rl_confidence,self_cust_tb_zmscore,selffill_degree,sh_recent_loan_apply_trend3,sh_recent_medium_apply_ratio,sh_recent_online_cashloan_apply_trend3,study_app_cnt,systemtool_app_cnt,td_1m_idcard_lending_cnt,td_1m_p2p_cnt,td_1m_total_cnt,td_3m_dxxj_cnt,td_3m_idcard_lending_cnt,td_3m_phone_no_lending_cnt,td_3m_total_cnt,td_3m_xedk_cnt,td_3m_ybxj_cnt,td_xgb_score,td_xyf_dq_score,td_zhixin_score,tx_ty_risk_score,tz_evesums_m12_verif_sum,tz_evesums_m24_verif_sum,tz_evesums_m3_verif_sum,tz_evesums_m6_verif_sum,tz_long_score,tz_platform_infos_m12_verif_count,tz_platform_infos_m24_verif_count,tz_platform_infos_m6_verif_count,umeng_score,upa_avg_consume_amt_12m,upa_avg_consume_amt_6m,upa_avg_consume_cnt_12m,upa_avg_deal_amt_12m,upa_avg_deal_amt_3m,upa_consume_amt_bt_9_to_18_12m,upa_consume_amt_bt_9_to_18_3m,upa_deal_amt_12m,upa_deal_amt_ecpt_wholesale_12m,upa_deal_amt_ecpt_wholesale_6m,upa_deal_amt_in_work_day_and_hours_3m,upa_deal_cnt_12m,upa_debit_card_score,upa_earliest_deal_date_from_201101,upa_failed_deal_amt_12m,upa_failed_deal_amt_6m,upa_failed_deal_cnt_12m,upa_failed_deal_cnt_3m,upa_failed_deal_cnt_6m,upa_failed_deal_days_12m,upa_fund_shortage_amt_12m,upa_fund_shortage_amt_6m,upa_fund_shortage_cnt_12m,upa_fund_shortage_cnt_3m,upa_fund_shortage_days_12m,upa_fund_shortage_days_6m,upa_max_consume_amt_12m,upa_max_consume_amt_6m,upa_max_deal_amt_12m,upa_max_deal_amt_6m,upa_min_consume_amt_12m,upa_min_deal_amt_12m,upa_other_service_cnt_12m,upa_paid_months_12m,upa_query_days_6m,upa_recent_deal_date_12m,upa_recent_deal_time_12m,upa_total_consume_amt_12m,upa_total_deal_amt_low_limit_12m,upa_total_deal_cnt_first_mcc_12m,yxrh_query_cnt_today,zcaf_composite_score,zcaf_decision_suggest,zcaf_second_order_overdue_cnt,fpd4,create_month,cust_no
1.0,1.0,1.0,1.0,2.0,55.86,4.0,598.0,5.0,-99.0,-99.0,0.0,0.0,18.23,75.0,506.0,850.0,-99.0,450.0,727.0,-99.0,-99.0,558.0,616.0,0.36832566899999997,516.0,-99.0,524.0,589.0,0.0,68.3,21.0,21.0,19981210.0,500228.0,500100.0,7.899999999999999,5.599999999999999,4.8,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,2.0,5.0,0.0,0.0,18.0,293.0,0.0,0.0,18.0,293.0,0.6106439912995913,34.0,568.0,0.0,2.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,6.0,4.0,34.0,10.0,4.0,4.0,3.0,1.0,1.0,4.0,5.0,1.0,1.0,-99.0,-99.0,-99.0,0.0,1.0,0.0,0.0,0.0,0.4971,1.0,0.0,0.0,3.0,-99.0,-99.0,-99.0,0.0,-99.0,0.997,0.003,0.172,-99.0,4.0,15000.0,12.0,0.0,3.0,87.156,2.0,10.0,104.0,104.0,-99.0,0.0,0.0,5.0,2.0,5.0,-99.0,5.0,4.0,5.0,1.0,-99.0,0.0293291956186295,0.0159,608.0,69.0,2.0,2.0,1.0,1.0,600.0,2.0,2.0,1.0,484.0,1485.92,1265.83,1.9167,1485.92,1747.0,12229.12,3674.61,17831.0,17831.0,7.0,2086.48,23.0,861.0,20170611.0,8064.0,7998.0,7.0,2.0,4.0,7.0,8064.0,7998.0,5.0,1.0,5.0,2.0,3000.0,2059.99,3000.0,2059.99,24.75,24.75,19.0,9.0,0.0,20200123.0,20200123120000.0,17831.0,5575.0,13127.0,0.0,505.0,2.0,-99.0,0,2020-04,160053695610
112.0,0.77,146.0,142.0,143.0,85.59,2.0,586.0,5.0,1.0,1.0,3.0,1.0,75.75,49.0,638.0,745.0,0.04927,690.0,546.0,0.05002,-99.0,745.0,416.0,0.041786687,444.0,622.0,634.0,429.0,9.0,69.3,28.0,-99.0,19911006.0,452226.0,442000.0,9.526153846153846,9.466666666666663,10.4,3.0,7.0,7.0,-99.0,2.0,2.0,2.0,1.0,-99.0,4.0,8.0,4.0,2.0,0.0,0.0,2.0,158.0,0.0,0.0,2.0,158.0,0.6810289576062486,5.0,292.9,1.0,2.0,3.0,2.0,1.0,4.0,1.0,2.0,2.0,5.0,3.0,30.0,5.0,3.0,2.0,4.0,1.0,1.0,2.0,2.0,2.0,1.0,-99.0,-99.0,-99.0,3.0,142.0,0.0,0.0,0.0,0.8377,2.0,0.0,0.0,10.0,98.74,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,2.0,2000.0,12.0,4.0,3.0,85.795,1.0,15.0,100.0,20.0,101.0,0.0,0.0,1.0,1.0,1.0,-99.0,2.0,2.0,2.0,-99.0,-99.0,0.20289307832717898,0.011000000000000001,599.0,36.0,107.0,118.0,8.0,8.0,607.0,56.0,65.0,1.0,750.0,4682.75,1238.33,6.75,4682.75,1103.33,45732.0,168.0,56193.0,55983.0,6.0,168.0,81.0,12.0,20151214.0,41128.0,14143.0,94.0,37.0,51.0,60.0,40568.0,14143.0,85.0,36.0,58.0,31.0,4500.0,2060.0,4500.0,2060.0,9.97,9.97,14.0,8.0,5.0,20200226.0,20200226230000.0,56193.0,12267.0,14122.0,0.0,302.0,5.0,0.0,0,2020-04,160041816258
45.0,0.98,45.0,45.0,46.0,88.81,3.0,684.0,24.0,0.0,2.0,-99.0,-99.0,-99.0,68.0,380.0,507.0,0.57932,452.0,656.0,0.1605,-99.0,600.0,591.0,0.299679924,606.0,528.0,556.0,575.0,5.0,-99.0,33.0,33.0,19860811.0,420117.0,420117.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,9.0,1.0,0.0,2.0,151.0,0.0,0.0,6.0,180.0,0.8319217589210255,29.0,760.98,3.0,2.0,5.0,3.0,5.0,1.0,4.0,2.0,4.0,6.0,3.0,34.0,4.0,3.0,4.0,12.0,2.0,1.0,4.0,5.0,5.0,1.0,-99.0,420117.0,3.0,2.0,46.0,5.0,5.0,1.0,0.6485,2.0,1.0,1.0,5.0,73.0,-99.0,-99.0,2.0,-99.0,1.0,0.0,0.002,-99.0,3.0,30000.0,12.0,2.0,3.0,89.985,3.0,15.0,25.0,101.0,0.0,0.0,4.0,6.0,3.0,6.0,-99.0,9.0,9.0,9.0,-99.0,-99.0,0.0393829196691513,0.0057,669.0,42.0,3.0,3.0,0.0,1.0,506.0,2.0,2.0,1.0,531.0,6128.08,9457.83,3.1667,6128.08,8817.67,40705.79,11977.9,73537.0,73537.0,26.0,3886.83,38.0,930.0,20170523.0,24788.0,12668.0,21.0,6.0,14.0,14.0,24788.0,12668.0,21.0,6.0,14.0,8.0,8555.0,8555.0,8555.0,8555.0,99.23,99.23,29.0,12.0,0.0,20191116.0,20191116100000.0,73537.0,7763.0,68598.0,0.0,539.0,2.0,0.0,0,2020-01,160050579754
30.0,0.43,68.0,69.0,70.0,95.38,5.0,502.0,4.0,0.0,1.0,0.0,0.0,16.37,65.0,507.0,850.0,0.1652,506.0,619.0,0.02276,532.0,595.0,603.0,0.061024779,511.0,682.0,610.0,629.0,-99.0,70.9,26.0,-99.0,19930203.0,340322.0,340322.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,2.0,0.0,1.0,1.0,69.0,0.0,0.0,1.0,69.0,0.5946166277182204,5.0,167.11,0.0,4.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,4.0,3.0,23.0,6.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,-99.0,340322.0,3.0,3.0,69.0,0.0,0.0,0.0,0.4971,1.0,0.0,0.0,3.0,54.24,0.0,1.0,0.0,-99.0,0.997,0.003,0.017,-99.0,2.0,-99.0,-99.0,7.0,3.0,88.00299999999999,3.0,10.0,104.0,104.0,-99.0,0.0,0.0,1.0,-99.0,1.0,1.0,1.0,2.0,2.0,-99.0,-99.0,0.0160149913281202,0.0098,590.0,56.0,3.0,3.0,2.0,2.0,600.0,2.0,2.0,1.0,716.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,472.0,3.0,-99.0,0,2020-01,160051031597
56.0,0.44,124.0,128.0,128.0,92.6,3.0,512.0,2.0,1.0,1.0,0.0,0.0,68.08,70.0,553.0,545.0,0.21925999999999998,553.0,626.0,0.025519999999999998,639.0,654.0,492.0,0.0588831564,469.0,673.0,632.0,594.0,7.0,71.0,39.0,-99.0,19800716.0,362430.0,360830.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,7.0,2.0,1.0,2.0,258.0,0.0,0.0,4.0,273.1,0.0,4.0,273.1,0.0,2.0,2.0,1.0,2.0,3.0,1.0,4.0,2.0,3.0,5.0,13.0,13.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,-99.0,362430.0,3.0,0.0,132.0,5.0,5.0,0.0,0.5819,2.0,0.0,1.0,4.0,65.74,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,3.0,30000.0,6.0,2.0,3.0,88.038,3.0,10.0,100.0,76.92,100.0,0.0,3.0,6.0,1.0,6.0,1.0,7.0,7.0,7.0,-99.0,1.0,0.0293398257344961,0.023,586.0,50.0,6.0,7.0,2.0,2.0,481.0,4.0,5.0,2.0,607.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,10500.0,10500.0,2.0,2.0,2.0,2.0,10500.0,10500.0,2.0,2.0,2.0,2.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,488.0,3.0,0.0,1,2020-01,160051040725
12.0,0.48,20.0,25.0,22.0,69.26,3.0,676.0,27.0,-99.0,-99.0,0.0,0.0,0.0,69.0,351.0,565.0,0.59146,433.0,662.0,0.07854,275.0,754.0,648.0,0.0118553168,516.0,587.0,496.0,611.0,0.0,61.8,22.0,-99.0,19980224.0,430481.0,321182.0,7.439999999999999,7.439999999999999,7.439999999999999,1.0,-99.0,-99.0,-99.0,2.0,2.0,2.0,-99.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,7.0,476.9,0.0,0.0,8.0,496.8,1.4655099350269432,30.0,989.19,0.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,4.0,6.0,4.0,32.0,9.0,4.0,4.0,11.0,3.0,1.0,4.0,5.0,2.0,2.0,430104.0,430481.0,4.0,7.0,25.0,5.0,2.0,0.0,0.2155,1.0,0.0,0.0,1.0,50.12,-99.0,-99.0,1.0,-99.0,1.0,0.0,0.003,-99.0,3.0,-99.0,-99.0,8.0,3.0,72.222,2.0,20.0,103.0,103.0,104.0,0.0,6.0,2.0,-99.0,2.0,-99.0,3.0,3.0,3.0,-99.0,-99.0,0.0182000081986189,0.0029,695.0,63.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,464.0,250.0,0.0,0.0833,250.0,0.0,0.0,0.0,3000.0,3000.0,0.0,0.0,1.0,16.0,20190217.0,1742.0,1203.0,14.0,3.0,7.0,14.0,1710.0,1203.0,13.0,3.0,13.0,7.0,3000.0,0.0,3000.0,0.0,3000.0,3000.0,1.0,1.0,0.0,20190722.0,20190722210000.0,3000.0,0.0,3000.0,0.0,518.0,2.0,0.0,0,2020-03,160052953960
87.0,0.87,97.0,101.0,99.0,63.77,2.0,536.0,1.0,6.0,9.0,1.0,2.0,71.41,54.0,518.0,507.0,-99.0,624.0,623.0,-99.0,607.0,-99.0,549.0,0.1275953672,706.0,-99.0,656.0,424.0,14.0,69.0,29.0,-99.0,19910228.0,350122.0,350122.0,8.908474576271187,9.171428571428573,9.323076923076922,3.0,27.0,5.0,1.0,2.0,2.0,2.0,1.0,3.0,6.0,11.0,1.0,5.0,1.0,0.0,1.0,16.8,0.0,0.0,1.0,16.8,0.0,1.0,16.8,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,28.0,28.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-99.0,350122.0,3.0,14.0,101.0,10.0,2.0,0.0,0.8377,5.0,0.0,0.0,10.0,98.16,-99.0,-99.0,2.0,202.0,1.0,0.0,0.0,-99.0,3.0,30000.0,12.0,18.0,3.0,82.571,2.0,20.0,66.67,33.33,60.0,1.0,10.0,2.0,2.0,2.0,-99.0,5.0,5.0,5.0,1.0,-99.0,0.0920186787843704,0.0127,535.0,64.0,4.0,4.0,0.0,1.0,489.0,4.0,4.0,1.0,694.0,2237.0,2192.5,4.5833,2237.0,1526.33,9321.46,3696.46,26844.0,23835.0,29.0,3313.27,55.0,10.0,20150719.0,25927.0,17739.0,88.0,22.0,54.0,58.0,25787.0,17739.0,86.0,22.0,56.0,33.0,3000.0,3000.0,3000.0,3000.0,1.88,1.88,66.0,12.0,12.0,20200229.0,20200229080000.0,26844.0,15730.0,11824.0,0.0,551.0,1.0,1.0,0,2020-04,160053594371
65.0,0.86,71.0,76.0,73.0,84.23,4.0,449.0,1.0,-99.0,-99.0,0.0,0.0,0.0,40.0,524.0,572.0,-99.0,523.0,701.0,-99.0,568.0,435.0,555.0,0.0602496262,-99.0,-99.0,612.0,616.0,3.0,59.9,30.0,30.0,19890920.0,130926.0,130600.0,5.999999999999999,5.999999999999999,6.0,2.0,3.0,2.0,-99.0,2.0,-99.0,-99.0,-99.0,-99.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,89.9,0.0,0.0,1.0,89.9,0.0,1.0,89.9,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,27.0,27.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-99.0,130926.0,2.0,5.0,77.0,5.0,4.0,0.0,0.2155,1.0,0.0,0.0,1.0,74.7,1.0,7.0,1.0,0.0,0.9990000000000001,0.001,0.0,-99.0,-99.0,20000.0,6.0,8.0,3.0,80.742,2.0,5.0,104.0,104.0,-99.0,2.0,4.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,0.0,-99.0,-99.0,0.0582522787153721,0.0093,564.0,39.0,0.0,0.0,0.0,0.0,533.0,0.0,0.0,0.0,716.0,144.42,270.67,0.25,144.42,3.33,1723.0,0.0,1733.0,1733.0,2.0,10.0,3.0,20.0,20150312.0,1758.0,1526.0,12.0,4.0,7.0,9.0,1708.0,1476.0,11.0,3.0,9.0,5.0,1614.0,1614.0,1614.0,1614.0,10.0,10.0,13.0,4.0,7.0,20200201.0,20191204080000.0,1733.0,109.0,1614.0,0.0,469.0,3.0,0.0,0,2020-04,160050209302
6.0,0.06,90.0,106.0,104.0,71.2,5.0,630.0,5.0,0.0,2.0,-99.0,-99.0,-99.0,27.0,466.0,628.0,0.23867,591.0,540.0,0.02592,-99.0,702.0,592.0,0.151168892,737.0,672.0,586.0,613.0,2.0,59.8,27.0,27.0,19920914.0,412726.0,410104.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,4.0,1.0,1.0,1.0,49.8,0.0,0.0,1.0,49.8,0.4932533733133436,2.0,66.7,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,22.0,4.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,-99.0,412726.0,2.0,8.0,108.0,5.0,2.0,0.0,0.3836,1.0,0.0,0.0,2.0,-99.0,-99.0,-99.0,2.0,-99.0,0.9990000000000001,0.001,0.002,-99.0,4.0,30000.0,12.0,14.0,3.0,81.97399999999999,3.0,30.0,104.0,104.0,-99.0,2.0,4.0,4.0,1.0,4.0,1.0,4.0,4.0,4.0,1.0,1.0,0.017949802801013,0.0035,652.0,20.0,0.0,1.0,0.0,0.0,616.0,0.0,1.0,0.0,637.0,408.0,816.0,0.4167,408.0,1233.67,1310.62,1310.62,4896.0,4896.0,5.0,1310.62,5.0,389.0,20190817.0,1527.0,1527.0,8.0,3.0,8.0,4.0,1295.0,1295.0,2.0,1.0,2.0,2.0,1323.68,1323.68,1323.68,1323.68,115.62,115.62,6.0,4.0,0.0,20191119.0,20191119100000.0,4896.0,116.0,4780.0,0.0,520.0,2.0,-99.0,0,2020-01,160050882234
2.0,0.5,4.0,4.0,5.0,81.1,2.0,-99.0,-99.0,0.0,1.0,0.0,0.0,0.0,39.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,611.0,480.0,0.11472753699999999,511.0,-99.0,531.0,569.0,10.0,66.6,25.0,-99.0,19941030.0,452701.0,451202.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,5.0,1.0,0.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,450700.0,-99.0,-99.0,3.0,4.0,10.0,2.0,0.0,0.2155,1.0,0.0,0.0,1.0,-99.0,-99.0,-99.0,3.0,-99.0,0.934,0.066,0.115,-99.0,4.0,30000.0,12.0,3.0,3.0,87.26799999999999,1.0,5.0,101.0,25.0,102.0,0.0,10.0,2.0,1.0,2.0,-99.0,5.0,5.0,5.0,1.0,-99.0,0.0320239551365376,0.0245,527.0,38.0,5.0,6.0,1.0,1.0,600.0,2.0,3.0,1.0,-98.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,0.0,433.0,4.0,-99.0,1,2020-02,160051291242
40.0,0.93,42.0,42.0,43.0,80.2,1.0,506.0,1.0,1.0,3.0,3.0,1.0,78.45,68.0,427.0,745.0,0.43045,546.0,732.0,0.08632000000000001,-99.0,595.0,629.0,0.10764924599999999,516.0,579.0,586.0,512.0,0.0,-99.0,23.0,23.0,19960824.0,522629.0,522730.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,2.0,9.0,2.0,1.0,1.0,19.9,0.0,0.0,1.0,19.9,0.0,1.0,19.9,0.0,0.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,5.0,5.0,27.0,27.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,-99.0,-99.0,-99.0,10.0,42.0,0.0,0.0,0.0,0.4971,1.0,0.0,2.0,3.0,94.06,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,2.0,15000.0,12.0,12.0,3.0,89.552,1.0,10.0,100.0,20.0,101.0,0.0,0.0,1.0,-99.0,1.0,1.0,8.0,9.0,9.0,1.0,1.0,0.0414592102169991,0.0266,519.0,64.0,4.0,4.0,2.0,3.0,600.0,3.0,3.0,2.0,662.0,33.58,0.0,0.0833,141.92,0.0,0.0,0.0,1703.0,1703.0,0.0,0.0,2.0,6.0,20180301.0,78658.0,13304.0,107.0,11.0,19.0,52.0,78658.0,13304.0,103.0,11.0,50.0,9.0,443.46,0.0,1438.52,0.0,443.79,443.79,16.0,2.0,4.0,20190211.0,20190211190000.0,403.0,403.0,1300.0,0.0,452.0,3.0,0.0,0,2020-02,160051332838
55.0,0.83,66.0,66.0,67.0,96.94,5.0,534.0,14.0,0.0,1.0,0.0,0.0,68.08,54.0,468.0,679.0,0.31432,410.0,650.0,0.08087000000000001,-99.0,675.0,523.0,0.0427721181,656.0,585.0,578.0,616.0,2.0,-99.0,29.0,29.0,19900627.0,410922.0,410922.0,5.1428571428571415,5.599999999999999,10.8,1.0,-99.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0,-99.0,1.0,1.0,0.0,0.0,4.0,69.9,2.0,88.04,4.0,81.93,0.5811049404744365,20.0,464.29,0.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,6.0,5.0,36.0,14.0,2.0,3.0,11.0,1.0,1.0,3.0,4.0,1.0,1.0,-99.0,410922.0,3.0,4.0,66.0,8.0,3.0,0.0,0.4971,1.0,0.0,0.0,3.0,42.77,-99.0,-99.0,0.0,-99.0,1.0,0.0,0.0,-99.0,3.0,-99.0,-99.0,4.0,3.0,85.774,3.0,10.0,12.5,100.0,0.0,1.0,13.0,1.0,1.0,1.0,-99.0,1.0,1.0,1.0,-99.0,-99.0,0.0504671707749367,0.0141,640.0,45.0,1.0,4.0,0.0,0.0,600.0,1.0,4.0,0.0,595.0,2500.0,5000.0,0.0833,2500.0,10000.0,30000.0,30000.0,30000.0,30000.0,1.0,30000.0,1.0,34.0,20140203.0,40.0,40.0,16.0,8.0,16.0,14.0,16.0,16.0,8.0,0.0,6.0,6.0,30000.0,30000.0,30000.0,30000.0,30000.0,30000.0,2.0,1.0,0.0,20191118.0,20191118120000.0,30000.0,0.0,30000.0,0.0,511.0,2.0,3.0,0,2020-03,160052211853
188.0,0.98,188.0,192.0,189.0,-99.0,2.0,-99.0,-99.0,2.0,3.0,1.0,2.0,63.28,60.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,579.0,550.0,0.1090649706,606.0,-99.0,546.0,513.0,9.0,-99.0,44.0,44.0,19750907.0,532726.0,530824.0,8.823529411764708,8.266666666666666,8.399999999999999,2.0,3.0,3.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,3.0,0.0,1.0,4.0,1.0,1.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,-99.0,1.0,192.0,4.0,2.0,0.0,0.4971,1.0,0.0,0.0,3.0,98.08,0.0,6.0,2.0,0.0,0.9790000000000001,0.021,0.005,-99.0,4.0,30000.0,6.0,1.0,3.0,86.48299999999999,1.0,20.0,66.67,16.67,60.0,1.0,8.0,-99.0,-99.0,-99.0,1.0,4.0,3.0,4.0,-99.0,-99.0,0.0806789174675941,0.016,514.0,54.0,5.0,5.0,4.0,5.0,433.0,3.0,3.0,3.0,-98.0,164.0,328.0,2.1667,164.0,306.67,460.0,260.0,1968.0,1748.0,23.0,220.0,26.0,561.0,20160629.0,940.0,140.0,4.0,2.0,2.0,4.0,940.0,140.0,4.0,2.0,4.0,2.0,388.0,388.0,388.0,388.0,20.0,20.0,14.0,4.0,1.0,20200121.0,20200121190000.0,1968.0,388.0,700.0,0.0,-99.0,0.0,-99.0,0,2020-04,160053116543
